State,Stand_Age,Stand_Origin,Forest_type_group,tC,ac,tC_ac
Oklahoma,21-40 years,Total,Elm_ash_cottonwood group,17006692.00,436546.00,38.96
Louisiana,0-20 years,Planted,Exotic_hardwoods_group,539882.00,13828.00,39.04
Louisiana,Total,Planted,Exotic_hardwoods_group,539882.00,13828.00,39.04
Tennessee,0-20 years,Natural,Exotic_hardwoods_group,234533.00,6003.00,39.07
Tennessee,0-20 years,Total,Exotic_hardwoods_group,234533.00,6003.00,39.07
Alabama,0-20 years,Natural,Longleaf_slash_pine_group,2765948.00,70785.00,39.08
Mississippi,0-20 years,Total,Elm_ash_cottonwood_group,8297639.00,212328.00,39.08
Texas,41-60 years,Total,Other eastern softwoods group,1254237.00,32082.00,39.09
Alabama,Total,Planted,Elm_ash_cottonwood_group,1829717.00,46739.00,39.15
Louisiana,21-40 years,Planted,Oak_gum_cypress_group,442915.00,11307.00,39.17
Texas,0-20 years,Planted,Elm_ash_cottonwood group,59975.00,1529.00,39.22
Texas,Total,Planted,Elm_ash_cottonwood group,59975.00,1529.00,39.22
Texas,21-40 years,Natural,Elm_ash_cottonwood group,29746565.00,758372.00,39.22
Texas,21-40 years,Total,Elm_ash_cottonwood group,29746565.00,758372.00,39.22
Mississippi,0-20 years,Natural,Elm_ash_cottonwood_group,7571083.00,192326.00,39.37
Texas,100+ years,Natural,Elm_ash_cottonwood group,621500.00,15785.00,39.37
Texas,100+ years,Total,Elm_ash_cottonwood group,621500.00,15785.00,39.37
Alabama,0-20 years,Total,Total,336758716.00,8545377.00,39.41
Virginia,0-20 years,Natural,Oak_hickory group,40105107.00,1013526.00,39.57
Alabama,41-60 years,Natural,Exotic_hardwoods_group,358572.00,9060.00,39.58
Alabama,41-60 years,Total,Exotic_hardwoods_group,358572.00,9060.00,39.58
Missouri,0-20 years,Total,Total,18224005.00,459606.00,39.65
Virginia,0-20 years,Planted,Oak_pine group,7539869.00,189902.00,39.70
Georgia,0-20 years,Planted,Oak_pine group,11569845.00,291395.00,39.71
Texas,41-60 years,Natural,Other eastern softwoods group,1215766.00,30574.00,39.76
Texas,41-60 years,Natural,Other hardwoods group,6124007.00,153988.00,39.77
Texas,41-60 years,Total,Other hardwoods group,6124007.00,153988.00,39.77
Virginia,Total,Natural,Other eastern softwoods group,3183402.00,80045.00,39.77
Virginia,Total,Total,Other eastern softwoods group,3183402.00,80045.00,39.77
Missouri,0-20 years,Planted,Oak_hickory group,550671.00,13827.00,39.83
Oklahoma,Total,Natural,Total,453850697.00,11386400.00,39.86
Oklahoma,Total,Total,Total,486191418.00,12158886.00,39.99
Missouri,Total,Planted,Oak_hickory group,1018785.00,25446.00,40.04
North Carolina,0-20 years,Natural,Other eastern softwoods group,-,3202628.00,40.04
North Carolina,0-20 years,Total,Other eastern softwoods group,-,5005370.00,40.04
Alabama,Total,Total,Exotic_hardwoods_group,2317317.00,57864.00,40.05
South Carolina,Total,Planted,Oak_hickory group,2510481.00,62637.00,40.08
Oklahoma,41-60 years,Natural,Oak_hickory group,81323556.00,2026670.00,40.13
Georgia,21-40 years,Planted,Oak_hickory group,1323833.00,32970.00,40.15
Tennessee,0-20 years,Total,Oak_gum_cypress_group,1132924.00,28139.00,40.26
Alabama,Total,Natural,Exotic_hardwoods_group,2271833.00,56419.00,40.27
Oklahoma,41-60 years,Total,Oak_hickory group,81853269.00,2031153.00,40.30
Virginia,21-40 years,Natural,Other eastern softwoods group,765995.00,19003.00,40.31
Virginia,21-40 years,Total,Other eastern softwoods group,765995.00,19003.00,40.31
Oklahoma,21-40 years,Natural,Other hardwoods group,1551906.00,38494.00,40.32
Oklahoma,21-40 years,Total,Other hardwoods group,1551906.00,38494.00,40.32
Louisiana,0-20 years,Planted,Loblolly_shortleaf_pine_group,89268387.00,2212502.00,40.35
Oklahoma,Total,Natural,Exotic hardwoods group,2297748.00,56905.00,40.38
Oklahoma,Total,Total,Exotic hardwoods group,2297748.00,56905.00,40.38
Arkansas,0-20 years,Planted,Loblolly_shortleaf_pine_group,81671141.00,2019964.00,40.43
Missouri,0-20 years,Natural,Exotic softwoods group,31270.00,773.00,40.44
Missouri,0-20 years,Total,Exotic softwoods group,31270.00,773.00,40.44
Missouri,Total,Natural,Exotic softwoods group,31270.00,773.00,40.44
Missouri,Total,Total,Exotic softwoods group,31270.00,773.00,40.44
Texas,61-80 years,Natural,Woodland hardwoods group,73427077.00,1814806.00,40.46
Texas,61-80 years,Total,Woodland hardwoods group,73427077.00,1814806.00,40.46
Mississippi,0-20 years,Total,Total,243216750.00,6007965.00,40.48
Texas,Total,Total,Elm_ash_cottonwood group,110855971.00,2734225.00,40.54
Texas,Total,Natural,Elm_ash_cottonwood group,110795997.00,2732696.00,40.54
Missouri,21-40 years,Planted,Oak_hickory group,380668.00,9360.00,40.67
Louisiana,0-20 years,Natural,Longleaf_slash_pine_group,2607159.00,64041.00,40.71
Arkansas,0-20 years,Total,Loblolly_shortleaf_pine_group,95594689.00,2347785.00,40.72
Florida,0-20 years,Planted,Oak_pine_group,7322993.00,179477.00,40.80
Mississippi,Total,Natural,Other_hardwoods_group,453121.00,11085.00,40.88
Mississippi,Total,Planted,Oak_pine_group,11560264.00,282757.00,40.88
Mississippi,0-20 years,Natural,Oak_gum_cypress_group,9071983.00,221864.00,40.89
Texas,100+ years,Natural,Total,13360894.00,326064.00,40.98
Texas,100+ years,Total,Total,13360894.00,326064.00,40.98
Arkansas,0-20 years,Natural,Oak_gum_cypress_group,6345278.00,154794.00,40.99
Texas,81-100 years,Natural,Woodland hardwoods group,11164504.00,271803.00,41.08
Texas,81-100 years,Total,Woodland hardwoods group,11164504.00,271803.00,41.08
Louisiana,0-20 years,Total,Exotic_hardwoods_group,9946985.00,242017.00,41.10
Florida,41-60 years,Natural,Other_eastern_softwoods_group,523099.00,12714.00,41.14
Florida,41-60 years,Total,Other_eastern_softwoods_group,523099.00,12714.00,41.14
Louisiana,0-20 years,Total,Loblolly_shortleaf_pine_group,110483230.00,2685187.00,41.15
North Carolina,0-20 years,Planted,Oak_pine group,495494.00,1802741.00,41.20
Oklahoma,100+ years,Natural,Oak_pine group,242577.00,5886.00,41.21
Oklahoma,100+ years,Total,Oak_pine group,242577.00,5886.00,41.21
Louisiana,0-20 years,Natural,Exotic_hardwoods_group,9407103.00,228190.00,41.22
Texas,0-20 years,Planted,Other hardwoods group,185143.00,4487.00,41.26
Texas,Total,Planted,Other hardwoods group,185143.00,4487.00,41.26
Mississippi,0-20 years,Natural,Longleaf_slash_pine_group,2458887.00,59545.00,41.29
Oklahoma,21-40 years,Natural,Oak_gum_cypress group,1943765.00,47064.00,41.30
Oklahoma,21-40 years,Total,Oak_gum_cypress group,1943765.00,47064.00,41.30
Oklahoma,41-60 years,Natural,Exotic hardwoods group,426169.00,10305.00,41.35
Oklahoma,41-60 years,Total,Exotic hardwoods group,426169.00,10305.00,41.35
Missouri,100+ years,Natural,Other eastern softwoods group,67692.00,1636.00,41.38
Missouri,100+ years,Total,Other eastern softwoods group,67692.00,1636.00,41.38
Kentucky,0-20 years,Natural,Exotic_hardwoods_group,186824.00,4500.00,41.52
Kentucky,0-20 years,Total,Exotic_hardwoods_group,186824.00,4500.00,41.52
Texas,41-60 years,Natural,Elm_ash_cottonwood group,37132378.00,892181.00,41.62
Texas,41-60 years,Total,Elm_ash_cottonwood group,37132378.00,892181.00,41.62
Tennessee,21-40 years,Planted,Oak_pine_group,256201.00,6156.00,41.62
Virginia,0-20 years,Total,Maple_beech_birch group,1051953.00,25274.00,41.62
Oklahoma,21-40 years,Planted,Other eastern softwoods group,97206.00,2332.00,41.69
Oklahoma,Total,Planted,Other eastern softwoods group,97206.00,2332.00,41.69
Kentucky,100+ years,Natural,Oak_pine_group,67530.00,1616.00,41.78
Kentucky,100+ years,Total,Oak_pine_group,67530.00,1616.00,41.78
Alabama,0-20 years,Total,Longleaf_slash_pine_group,17583143.00,420645.00,41.80
Texas,0-20 years,Natural,Loblolly_shortleaf pine group,17529027.00,419308.00,41.80
Texas,61-80 years,Natural,Total,349794214.00,8358936.00,41.85
Oklahoma,Total,Planted,Total,32340722.00,772486.00,41.87
Kentucky,Total,Natural,Other_eastern_softwoods_group,8127551.00,194086.00,41.88
Kentucky,Total,Total,Other_eastern_softwoods_group,8127551.00,194086.00,41.88
Texas,61-80 years,Total,Total,350309216.00,8364063.00,41.88
Tennessee,0-20 years,Natural,Loblolly_shortleaf_pine_group,6117838.00,145966.00,41.91
Alabama,0-20 years,Planted,Total,198023671.00,4724228.00,41.92
Florida,0-20 years,Total,Oak_pine_group,15075696.00,359597.00,41.92
Mississippi,0-20 years,Total,Longleaf_slash_pine_group,5278185.00,125686.00,42.00
Mississippi,61-80 years,Natural,Exotic_hardwoods_group,188760.00,4495.00,42.00
Mississippi,61-80 years,Total,Exotic_hardwoods_group,188760.00,4495.00,42.00
Missouri,0-20 years,Natural,Maple_beech_birch group,215636.00,5124.00,42.08
Missouri,0-20 years,Total,Maple_beech_birch group,215636.00,5124.00,42.08
Texas,Total,Total,Other hardwoods group,18801312.00,446759.00,42.08
Texas,Total,Natural,Other hardwoods group,18616169.00,442272.00,42.09
Alabama,0-20 years,Natural,Loblolly_shortleaf_pine_group,43465342.00,1032251.00,42.11
Missouri,21-40 years,Natural,Oak_pine group,6067545.00,144089.00,42.11
Missouri,21-40 years,Total,Oak_pine group,6067545.00,144089.00,42.11
Tennessee,0-20 years,Total,Loblolly_shortleaf_pine_group,21649606.00,513867.00,42.13
Oklahoma,Total,Total,Oak_pine group,40055543.00,948981.00,42.21
Tennessee,0-20 years,Planted,Loblolly_shortleaf_pine_group,15531768.00,367901.00,42.22
South Carolina,0-20 years,Planted,Oak_pine group,7160600.00,169495.00,42.25
South Carolina,41-60 years,Planted,Oak_pine group,231577.00,5480.00,42.26
Florida,21-40 years,Natural,Oak_hickory_group,24994710.00,590649.00,42.32
Arkansas,Total,Natural,Other_eastern_softwoods_group,12069269.00,285192.00,42.32
Arkansas,Total,Total,Other_eastern_softwoods_group,12069269.00,285192.00,42.32
Alabama,0-20 years,Planted,Longleaf_slash_pine_group,14817195.00,349860.00,42.35
Florida,21-40 years,Total,Oak_hickory_group,25793018.00,608896.00,42.36
Texas,81-100 years,Natural,Total,65453299.00,1543347.00,42.41
Texas,81-100 years,Total,Total,65453299.00,1543347.00,42.41
Arkansas,0-20 years,Natural,Loblolly_shortleaf_pine_group,13923549.00,327822.00,42.47
Oklahoma,Total,Natural,Other hardwoods group,3290692.00,77414.00,42.51
Oklahoma,Total,Total,Other hardwoods group,3290692.00,77414.00,42.51
Texas,0-20 years,Total,Other hardwoods group,814994.00,19153.00,42.55
Mississippi,0-20 years,Planted,Total,147601653.00,3466349.00,42.58
Mississippi,0-20 years,Planted,Longleaf_slash_pine_group,2819298.00,66142.00,42.63
Kentucky,41-60 years,Natural,Exotic_hardwoods_group,324899.00,7618.00,42.65
Kentucky,41-60 years,Total,Exotic_hardwoods_group,324899.00,7618.00,42.65
Louisiana,0-20 years,Natural,Oak_pine_group,7819496.00,183110.00,42.70
Missouri,21-40 years,Natural,Other eastern softwoods group,4673247.00,109382.00,42.72
Missouri,21-40 years,Total,Other eastern softwoods group,4673247.00,109382.00,42.72
Texas,Total,Planted,Total,134182743.00,3133553.00,42.82
Louisiana,0-20 years,Natural,Other_hardwoods_group,299001.00,6974.00,42.87
Louisiana,0-20 years,Total,Other_hardwoods_group,299001.00,6974.00,42.87
Kentucky,21-40 years,Total,Oak_hickory_group,41237823.00,961234.00,42.90
Kentucky,21-40 years,Natural,Oak_hickory_group,41019435.00,955425.00,42.93
Texas,0-20 years,Natural,Other hardwoods group,629851.00,14666.00,42.95
Oklahoma,41-60 years,Natural,Total,146044969.00,3399680.00,42.96
Virginia,0-20 years,Total,Oak_pine group,16526013.00,384460.00,42.99
Florida,0-20 years,Natural,Oak_pine_group,7752703.00,180120.00,43.04
Texas,Total,Total,Exotic hardwoods group,11040038.00,256394.00,43.06
Oklahoma,41-60 years,Total,Total,147120433.00,3414028.00,43.09
Georgia,0-20 years,Total,Oak_pine group,31323838.00,726005.00,43.15
Florida,Total,Planted,Oak_pine_group,10585144.00,245281.00,43.16
Oklahoma,Total,Natural,Oak_pine group,38030265.00,880261.00,43.20
Arkansas,21-40 years,Planted,Oak_pine_group,1414114.00,32638.00,43.33
Arkansas,Total,Natural,Other_hardwoods_group,1309022.00,30205.00,43.34
Arkansas,Total,Total,Other_hardwoods_group,1309022.00,30205.00,43.34
Texas,Total,Natural,Exotic hardwoods group,10764869.00,248197.00,43.37
Alabama,0-20 years,Total,Loblolly_shortleaf_pine_group,204651728.00,4716739.00,43.39
Mississippi,0-20 years,Natural,Exotic_hardwoods_group,1416843.00,32466.00,43.64
Mississippi,0-20 years,Total,Exotic_hardwoods_group,1416843.00,32466.00,43.64
Oklahoma,21-40 years,Natural,Exotic hardwoods group,885580.00,20277.00,43.67
Oklahoma,21-40 years,Total,Exotic hardwoods group,885580.00,20277.00,43.67
Virginia,0-20 years,Natural,White_red_jack pine group,609631.00,13954.00,43.69
North Carolina,Total,Planted,Oak_pine group,12843001.00,179626.00,43.73
Texas,Total,Planted,Loblolly_shortleaf pine group,122454010.00,2800288.00,43.73
Alabama,0-20 years,Planted,Loblolly_shortleaf_pine_group,161186386.00,3684488.00,43.75
Florida,21-40 years,Planted,Oak_hickory_group,798308.00,18247.00,43.75
Tennessee,Total,Natural,Other_eastern_softwoods_group,11213594.00,256292.00,43.75
Tennessee,Total,Total,Other_eastern_softwoods_group,11213594.00,256292.00,43.75
Alabama,100+ years,Natural,Loblolly_shortleaf_pine_group,199051.00,4541.00,43.83
Alabama,100+ years,Total,Loblolly_shortleaf_pine_group,199051.00,4541.00,43.83
Texas,100+ years,Natural,Woodland hardwoods group,2088398.00,47639.00,43.84
Texas,100+ years,Total,Woodland hardwoods group,2088398.00,47639.00,43.84
Missouri,21-40 years,Total,Oak_hickory group,38599562.00,878397.00,43.94
Missouri,21-40 years,Natural,Oak_hickory group,38218894.00,869036.00,43.98
North Carolina,0-20 years,Total,Oak_pine group,7907474.00,9976.00,44.06
Oklahoma,Total,Planted,Loblolly_shortleaf pine group,27519020.00,624426.00,44.07
Oklahoma,21-40 years,Planted,Oak_hickory group,471200.00,10660.00,44.20
Arkansas,21-40 years,Natural,Elm_ash_cottonwood_group,7645506.00,172929.00,44.21
