Measurement,Type,State,Forest type,Total,0-20 years,21-40 years,41-60 years,61-80 years,81-100 years,100-120 years,121-140 years,141-160 years,161-180 years,181-200 years,500+ years
acres,NATURAL,AR,Loblolly pine / hardwood,559284.00,118231.00,111444.00,229278.00,94265.00,6067.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Post oak / blackjack oak,1354805.00,88296.00,89930.00,549513.00,541871.00,81154.00,4041.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,White oak / red oak / hickory,3532634.00,132003.00,246974.00,945978.00,1785021.00,406517.00,16141.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,White oak,813731.00,16084.00,11064.00,183039.00,461914.00,141630.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Northern red oak,177896.00,0.00,4688.00,23379.00,95887.00,53942.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Yellow-poplar / white oak / northern red oak,12988.00,0.00,6203.00,0.00,6786.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Sassafras / persimmon,143634.00,68974.00,47553.00,19072.00,8035.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Sweetgum / yellow-poplar,392031.00,106190.00,73089.00,150413.00,39048.00,23291.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Yellow-poplar,1696.00,0.00,0.00,1696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Black walnut,4439.00,0.00,4439.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Black locust,6426.00,4819.00,0.00,0.00,1606.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Chestnut oak / black oak / scarlet oak,27907.00,5959.00,11306.00,7737.00,2905.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Cherry / white ash / yellow-poplar,39115.00,10906.00,16029.00,4638.00,7542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Elm / ash / black locust,92694.00,36334.00,29141.00,20096.00,7123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Red maple / oak,27467.00,11530.00,0.00,7546.00,8391.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Mixed upland hardwoods,1001535.00,253700.00,208779.00,293184.00,207051.00,38820.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Swamp chestnut oak / cherrybark oak,227635.00,4611.00,19543.00,84730.00,94479.00,24272.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Sweetgum / Nuttall oak / willow oak,1007476.00,134476.00,112927.00,355693.00,350905.00,53474.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Overcup oak / water hickory,298660.00,480.00,33828.00,67547.00,150841.00,45965.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Baldcypress / water tupelo,235717.00,0.00,13777.00,60883.00,133585.00,20333.00,3067.00,0.00,4071.00,0.00,0.00,0.00
acres,NATURAL,AR,Sweetbay / swamp tupelo / red maple,89965.00,7862.00,12009.00,47303.00,21241.00,1551.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,River birch / sycamore,82598.00,8027.00,15296.00,43313.00,9759.00,6203.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Cottonwood,19414.00,0.00,5935.00,7543.00,5936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Willow,76721.00,22980.00,26634.00,19452.00,7655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Sycamore / pecan / American elm,168363.00,32508.00,28655.00,58130.00,47834.00,1237.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Sugarberry / hackberry / elm / green ash,547745.00,108060.00,104897.00,190227.00,126251.00,18310.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Silver maple / American elm,14005.00,0.00,5069.00,5978.00,2959.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Red maple / lowland,10968.00,0.00,0.00,10968.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Cottonwood / willow,15814.00,0.00,5428.00,10386.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Other hardwoods,30267.00,8791.00,9610.00,7469.00,4398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Other exotic hardwoods,242.00,242.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,AR,Nonstocked,123711.00,123711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Total,3515680.00,2297892.00,1086568.00,114347.00,11876.00,4998.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Loblolly pine,2877493.00,1799997.00,966272.00,95083.00,11143.00,4998.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Shortleaf pine,101686.00,30900.00,54305.00,16480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Eastern redcedar / hardwood,8930.00,5972.00,2958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Shortleaf pine / oak,11305.00,0.00,11305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Loblolly pine / hardwood,165199.00,139636.00,22046.00,2784.00,733.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Post oak / blackjack oak,1598.00,0.00,1598.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,White oak / red oak / hickory,61447.00,57480.00,3967.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Sassafras / persimmon,10861.00,10861.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Sweetgum / yellow-poplar,4456.00,1485.00,2970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Chestnut oak / black oak / scarlet oak,6067.00,6067.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Elm / ash / black locust,3953.00,3953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Red maple / oak,2970.00,2970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Mixed upland hardwoods,49874.00,37634.00,12240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Swamp chestnut oak / cherrybark oak,7502.00,7502.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Sweetgum / Nuttall oak / willow oak,116540.00,107633.00,8907.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Overcup oak / water hickory,17593.00,17593.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Cottonwood,3540.00,3540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Willow,1605.00,1605.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Sycamore / pecan / American elm,4333.00,4333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Sugarberry / hackberry / elm / green ash,26440.00,26440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Silver maple / American elm,4439.00,4439.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,AR,Nonstocked,27852.00,27852.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Total,17156396.00,4937909.00,4599461.00,3264114.00,2748675.00,1173659.00,301619.00,118767.00,6357.00,5837.00,0.00,0.00
acres,ALL,FL,Longleaf pine,963566.00,188222.00,210727.00,207109.00,260678.00,84857.00,5749.00,6225.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Slash pine,4698848.00,1761526.00,1761950.00,629026.00,430504.00,91860.00,23686.00,296.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Loblolly pine,1158674.00,527439.00,475330.00,116399.00,23614.00,15891.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Shortleaf pine,11763.00,1492.00,0.00,10271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Sand pine,568691.00,196101.00,252605.00,102614.00,17372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Pond pine,78873.00,6357.00,14510.00,17460.00,40546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Spruce pine,13132.00,0.00,7296.00,5837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Eastern redcedar,22010.00,1451.00,0.00,12692.00,7866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Eastern redcedar / hardwood,10946.00,0.00,0.00,5109.00,5837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Longleaf pine / oak,277956.00,40321.00,79918.00,82402.00,59650.00,15664.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Shortleaf pine / oak,10695.00,0.00,0.00,940.00,9755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Loblolly pine / hardwood,312984.00,84248.00,57743.00,90664.00,36160.00,39312.00,4859.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Slash pine / hardwood,734852.00,179150.00,212733.00,225645.00,86228.00,20328.00,3264.00,7503.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Other pine / hardwood,150005.00,52720.00,45821.00,17019.00,34445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Post oak / blackjack oak,33113.00,5968.00,7427.00,12193.00,1620.00,5904.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,White oak / red oak / hickory,42105.00,3003.00,1589.00,10749.00,18819.00,1589.00,6357.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Yellow-poplar / white oak / northern red oak,1492.00,0.00,0.00,0.00,1492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Sassafras / persimmon,85573.00,45113.00,21097.00,11936.00,7427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Sweetgum / yellow-poplar,98765.00,45992.00,12251.00,4805.00,28446.00,7271.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Yellow-poplar,2951.00,0.00,0.00,0.00,1492.00,0.00,1459.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Southern scrub oak,680643.00,201532.00,169620.00,162178.00,88546.00,28608.00,30159.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Cherry / white ash / yellow-poplar,29240.00,21859.00,5904.00,1476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Elm / ash / black locust,4723.00,0.00,1459.00,0.00,3264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Red maple / oak,30211.00,15723.00,14488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Mixed upland hardwoods,1786805.00,281595.00,428513.00,464272.00,427482.00,137662.00,34446.00,12835.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Sweetgum / Nuttall oak / willow oak,663497.00,54046.00,73232.00,171208.00,198161.00,127087.00,30044.00,9718.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Overcup oak / water hickory,25194.00,0.00,0.00,5837.00,7296.00,12062.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Atlantic white-cedar,13527.00,1556.00,0.00,201.00,5933.00,0.00,5837.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Baldcypress / water tupelo,341907.00,0.00,15706.00,33815.00,85894.00,116545.00,41909.00,42201.00,0.00,5837.00,0.00,0.00
acres,ALL,FL,Sweetbay / swamp tupelo / red maple,1572332.00,281503.00,300821.00,307224.00,380531.00,240549.00,44614.00,10734.00,6357.00,0.00,0.00,0.00
acres,ALL,FL,Baldcypress / pondcypress,1139715.00,78833.00,140421.00,312012.00,360387.00,155494.00,63315.00,29254.00,0.00,0.00,0.00,0.00
acres,ALL,FL,River birch / sycamore,19644.00,0.00,8868.00,9317.00,1459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Willow,110058.00,69219.00,34528.00,6311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Sycamore / pecan / American elm,13149.00,1459.00,1476.00,0.00,4377.00,5837.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Sugarberry / hackberry / elm / green ash,11473.00,0.00,0.00,0.00,5837.00,5635.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Red maple / lowland,46976.00,7222.00,22151.00,12835.00,4767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Other hardwoods,26688.00,10891.00,0.00,0.00,15796.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Mangrove,215491.00,87684.00,63088.00,39370.00,16188.00,9161.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Palms,463123.00,45242.00,137097.00,154769.00,70805.00,49287.00,5922.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Other tropical hardwoods,20049.00,2363.00,3816.00,10816.00,0.00,3054.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Melaleuca,39147.00,18343.00,11202.00,9602.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Eucalyptus,11942.00,11942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Other exotic hardwoods,10931.00,4859.00,6072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,FL,Nonstocked,602935.00,602935.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Total,12523962.00,2173257.00,2891797.00,3125662.00,2732486.00,1168181.00,301619.00,118767.00,6357.00,5837.00,0.00,0.00
acres,NATURAL,FL,Longleaf pine,740629.00,47504.00,147697.00,194146.00,254452.00,84857.00,5749.00,6225.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Slash pine,1938771.00,227141.00,651863.00,526878.00,422524.00,86383.00,23686.00,296.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Loblolly pine,377906.00,55104.00,177717.00,105579.00,23614.00,15891.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Shortleaf pine,10271.00,0.00,0.00,10271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Sand pine,306421.00,63392.00,129269.00,96388.00,17372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Pond pine,78873.00,6357.00,14510.00,17460.00,40546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Spruce pine,13132.00,0.00,7296.00,5837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Eastern redcedar,22010.00,1451.00,0.00,12692.00,7866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Eastern redcedar / hardwood,10946.00,0.00,0.00,5109.00,5837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Longleaf pine / oak,226151.00,7867.00,60567.00,82402.00,59650.00,15664.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Shortleaf pine / oak,10695.00,0.00,0.00,940.00,9755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Loblolly pine / hardwood,261433.00,32697.00,57743.00,90664.00,36160.00,39312.00,4859.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Slash pine / hardwood,607951.00,97530.00,173678.00,219419.00,86228.00,20328.00,3264.00,7503.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Other pine / hardwood,130596.00,36295.00,42837.00,17019.00,34445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Post oak / blackjack oak,33113.00,5968.00,7427.00,12193.00,1620.00,5904.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,White oak / red oak / hickory,42105.00,3003.00,1589.00,10749.00,18819.00,1589.00,6357.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Yellow-poplar / white oak / northern red oak,1492.00,0.00,0.00,0.00,1492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Sassafras / persimmon,84081.00,43621.00,21097.00,11936.00,7427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Sweetgum / yellow-poplar,92861.00,40088.00,12251.00,4805.00,28446.00,7271.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Yellow-poplar,2951.00,0.00,0.00,0.00,1492.00,0.00,1459.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Southern scrub oak,637996.00,178832.00,149673.00,162178.00,88546.00,28608.00,30159.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Cherry / white ash / yellow-poplar,29240.00,21859.00,5904.00,1476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Elm / ash / black locust,4723.00,0.00,1459.00,0.00,3264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Red maple / oak,22030.00,7542.00,14488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Mixed upland hardwoods,1730629.00,250298.00,405688.00,464202.00,425498.00,137662.00,34446.00,12835.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Sweetgum / Nuttall oak / willow oak,661877.00,54046.00,71613.00,171208.00,198161.00,127087.00,30044.00,9718.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Overcup oak / water hickory,25194.00,0.00,0.00,5837.00,7296.00,12062.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Atlantic white-cedar,13527.00,1556.00,0.00,201.00,5933.00,0.00,5837.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Baldcypress / water tupelo,341907.00,0.00,15706.00,33815.00,85894.00,116545.00,41909.00,42201.00,0.00,5837.00,0.00,0.00
acres,NATURAL,FL,Sweetbay / swamp tupelo / red maple,1529398.00,246383.00,293006.00,307224.00,380531.00,240549.00,44614.00,10734.00,6357.00,0.00,0.00,0.00
acres,NATURAL,FL,Baldcypress / pondcypress,1139715.00,78833.00,140421.00,312012.00,360387.00,155494.00,63315.00,29254.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,River birch / sycamore,19644.00,0.00,8868.00,9317.00,1459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Willow,110058.00,69219.00,34528.00,6311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Sycamore / pecan / American elm,13149.00,1459.00,1476.00,0.00,4377.00,5837.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Sugarberry / hackberry / elm / green ash,11473.00,0.00,0.00,0.00,5837.00,5635.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Red maple / lowland,46976.00,7222.00,22151.00,12835.00,4767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Other hardwoods,26688.00,10891.00,0.00,0.00,15796.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Mangrove,215491.00,87684.00,63088.00,39370.00,16188.00,9161.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Palms,455242.00,37361.00,137097.00,154769.00,70805.00,49287.00,5922.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Other tropical hardwoods,20049.00,2363.00,3816.00,10816.00,0.00,3054.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Melaleuca,39147.00,18343.00,11202.00,9602.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Other exotic hardwoods,10931.00,4859.00,6072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,FL,Nonstocked,426489.00,426489.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Total,4632434.00,2764652.00,1707664.00,138452.00,16189.00,5478.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Longleaf pine,222937.00,140718.00,63030.00,12963.00,6225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Slash pine,2760077.00,1534384.00,1110087.00,102148.00,7980.00,5478.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Loblolly pine,780768.00,472335.00,297613.00,10820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Shortleaf pine,1492.00,1492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Sand pine,262270.00,132708.00,123336.00,6225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Longleaf pine / oak,51805.00,32454.00,19351.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Loblolly pine / hardwood,51551.00,51551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Slash pine / hardwood,126900.00,81620.00,39055.00,6225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Other pine / hardwood,19409.00,16425.00,2984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Sassafras / persimmon,1492.00,1492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Sweetgum / yellow-poplar,5904.00,5904.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Southern scrub oak,42647.00,22700.00,19947.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Red maple / oak,8181.00,8181.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Mixed upland hardwoods,56176.00,31297.00,22825.00,70.00,1984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Sweetgum / Nuttall oak / willow oak,1620.00,0.00,1620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Sweetbay / swamp tupelo / red maple,42934.00,35119.00,7815.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Palms,7882.00,7882.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Eucalyptus,11942.00,11942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,FL,Nonstocked,176446.00,176446.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Total,24634886.00,8734153.00,6960947.00,3877524.00,3615898.00,1147496.00,224040.00,62435.00,5723.00,5641.00,1029.00,0.00
acres,ALL,GA,Eastern white pine,55171.00,1554.00,15332.00,4811.00,24151.00,9324.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Eastern white pine / eastern hemlock,2072.00,0.00,0.00,0.00,2072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Eastern hemlock,5423.00,0.00,0.00,2833.00,0.00,518.00,2072.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Longleaf pine,563388.00,326812.00,56192.00,83171.00,67139.00,24106.00,5969.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Slash pine,3017241.00,1437613.00,1023926.00,402732.00,146971.00,5998.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Loblolly pine,7091439.00,2844886.00,3206393.00,626076.00,343681.00,52730.00,6265.00,5766.00,0.00,5641.00,0.00,0.00
acres,ALL,GA,Shortleaf pine,95821.00,0.00,12490.00,24242.00,52016.00,5829.00,0.00,1244.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Virginia pine,195036.00,59153.00,47421.00,36466.00,50441.00,1554.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Sand pine,22835.00,22835.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Table Mountain pine,2072.00,2072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Pond pine,37475.00,0.00,12890.00,7487.00,17099.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Pitch pine,518.00,0.00,0.00,0.00,0.00,0.00,518.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Spruce pine,8696.00,0.00,8696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Eastern redcedar,15498.00,5829.00,6589.00,1462.00,1617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Eastern white pine / northern red oak / white ash,89273.00,4237.00,32535.00,10454.00,18300.00,23034.00,714.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Eastern redcedar / hardwood,24540.00,1410.00,7621.00,11122.00,4387.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Longleaf pine / oak,139761.00,20508.00,32358.00,48990.00,26485.00,11419.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Shortleaf pine / oak,174841.00,7713.00,17697.00,44189.00,63232.00,28140.00,8147.00,0.00,5723.00,0.00,0.00,0.00
acres,ALL,GA,Virginia pine / southern red oak,184953.00,33919.00,10264.00,42810.00,80352.00,17607.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Loblolly pine / hardwood,1602892.00,529788.00,514267.00,328472.00,195556.00,29043.00,5766.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,GA,Slash pine / hardwood,497454.00,142490.00,198581.00,97419.00,51242.00,7723.00,0.00,0.00,0.00,0.00,0.00,0.00
